graph,attacker,defender,seed,nodes,edges,actual_density,density_parameter,attack_budget,defense_budget,attack_multiplier,rounds_requested,rounds_played,initial_length,final_length,total_damage,mean_round_damage,max_round_damage,mean_damage_ratio,final_damage_ratio,total_attacked_edges,unique_attacked_edges,mean_protected_edges,runtime_seconds
"Erdos-Renyi G(n,p)",Random,None,0,5,4,0.4,0.35,1,0,3.0,3,3,9,9,0,0.0,0,1.0,1.0,3,3,0.0,0.0007
"Erdos-Renyi G(n,p)",Random,None,0,5,4,0.4,0.35,1,2,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,3,3,0.0,0.0002
"Erdos-Renyi G(n,p)",Random,None,0,5,4,0.4,0.35,2,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,4,4,0.0,0.0002
"Erdos-Renyi G(n,p)",Random,None,0,5,4,0.4,0.35,2,2,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,4,4,0.0,0.0002
"Erdos-Renyi G(n,p)",Random,None,1,5,4,0.4,0.35,1,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,3,3,0.0,0.0002
"Erdos-Renyi G(n,p)",Random,None,1,5,4,0.4,0.35,1,2,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,3,3,0.0,0.0003
"Erdos-Renyi G(n,p)",Random,None,1,5,4,0.4,0.35,2,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,4,4,0.0,0.0002
"Erdos-Renyi G(n,p)",Random,None,1,5,4,0.4,0.35,2,2,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,4,4,0.0,0.0003
"Erdos-Renyi G(n,p)",Random,None,0,10,11,0.2444,0.35,1,0,3.0,3,3,17,20,3,1.0,3,1.0588235294117647,1.1764705882352942,3,3,0.0,0.0005
"Erdos-Renyi G(n,p)",Random,None,0,10,11,0.2444,0.35,1,2,3.0,3,3,17,17,0,0.0,0,1.0,1.0,3,3,0.0,0.0005
"Erdos-Renyi G(n,p)",Random,None,0,10,11,0.2444,0.35,2,0,3.0,3,3,17,34.0,17.0,5.666666666666667,17.0,1.3333333333333333,2.0,6,6,0.0,0.0005
"Erdos-Renyi G(n,p)",Random,None,0,10,11,0.2444,0.35,2,2,3.0,3,3,17,46.0,29.0,9.666666666666666,15.0,1.4034471853257433,2.7058823529411766,6,6,0.0,0.0005
"Erdos-Renyi G(n,p)",Random,None,1,10,19,0.4222,0.35,1,0,3.0,3,3,2,2,0,0.0,0,1.0,1.0,3,3,0.0,0.0005
"Erdos-Renyi G(n,p)",Random,None,1,10,19,0.4222,0.35,1,2,3.0,3,3,2,2,0,0.0,0,1.0,1.0,3,3,0.0,0.0005
"Erdos-Renyi G(n,p)",Random,None,1,10,19,0.4222,0.35,2,0,3.0,3,3,2,2,0,0.0,0,1.0,1.0,6,6,0.0,0.0006
"Erdos-Renyi G(n,p)",Random,None,1,10,19,0.4222,0.35,2,2,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,6,6,0.0,0.0005
"Erdos-Renyi G(n,p)",Random,Random,0,5,4,0.4,0.35,1,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,3,3,0.0,0.0002
"Erdos-Renyi G(n,p)",Random,Random,0,5,4,0.4,0.35,1,2,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,3,3,2.0,0.0003
"Erdos-Renyi G(n,p)",Random,Random,0,5,4,0.4,0.35,2,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,4,4,0.0,0.0007
"Erdos-Renyi G(n,p)",Random,Random,0,5,4,0.4,0.35,2,2,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,4,4,2.0,0.0003
"Erdos-Renyi G(n,p)",Random,Random,1,5,4,0.4,0.35,1,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,3,3,0.0,0.0003
"Erdos-Renyi G(n,p)",Random,Random,1,5,4,0.4,0.35,1,2,3.0,3,3,10,10,0,0.0,0,1.0,1.0,3,3,2.0,0.0003
"Erdos-Renyi G(n,p)",Random,Random,1,5,4,0.4,0.35,2,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,4,4,0.0,0.0003
"Erdos-Renyi G(n,p)",Random,Random,1,5,4,0.4,0.35,2,2,3.0,3,3,10,10,0,0.0,0,1.0,1.0,2,2,2.0,0.0003
"Erdos-Renyi G(n,p)",Random,Random,0,10,11,0.2444,0.35,1,0,3.0,3,3,17,17,0,0.0,0,1.0,1.0,3,3,0.0,0.0005
"Erdos-Renyi G(n,p)",Random,Random,0,10,11,0.2444,0.35,1,2,3.0,3,3,17,17,0,0.0,0,1.0,1.0,3,3,2.0,0.0005
"Erdos-Renyi G(n,p)",Random,Random,0,10,11,0.2444,0.35,2,0,3.0,3,3,17,46.0,29.0,9.666666666666666,14.0,1.404656862745098,2.7058823529411766,6,6,0.0,0.0005
"Erdos-Renyi G(n,p)",Random,Random,0,10,11,0.2444,0.35,2,2,3.0,3,3,17,17,0,0.0,0,1.0,1.0,6,6,2.0,0.0005
"Erdos-Renyi G(n,p)",Random,Random,1,10,19,0.4222,0.35,1,0,3.0,3,3,2,2,0,0.0,0,1.0,1.0,3,3,0.0,0.0006
"Erdos-Renyi G(n,p)",Random,Random,1,10,19,0.4222,0.35,1,2,3.0,3,3,2,2,0,0.0,0,1.0,1.0,3,3,2.0,0.0006
"Erdos-Renyi G(n,p)",Random,Random,1,10,19,0.4222,0.35,2,0,3.0,3,3,2,2,0,0.0,0,1.0,1.0,6,6,0.0,0.0006
"Erdos-Renyi G(n,p)",Random,Random,1,10,19,0.4222,0.35,2,2,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,6,6,2.0,0.0006
"Erdos-Renyi G(n,p)",Random,Centrality,0,5,4,0.4,0.35,1,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,3,3,0.0,0.0006
"Erdos-Renyi G(n,p)",Random,Centrality,0,5,4,0.4,0.35,1,2,3.0,3,3,9,9,0,0.0,0,1.0,1.0,2,2,2.0,0.0003
"Erdos-Renyi G(n,p)",Random,Centrality,0,5,4,0.4,0.35,2,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,4,4,0.0,0.0004
"Erdos-Renyi G(n,p)",Random,Centrality,0,5,4,0.4,0.35,2,2,3.0,3,3,9,9,0,0.0,0,1.0,1.0,2,2,2.0,0.0003
"Erdos-Renyi G(n,p)",Random,Centrality,1,5,4,0.4,0.35,1,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,3,3,0.0,0.0003
"Erdos-Renyi G(n,p)",Random,Centrality,1,5,4,0.4,0.35,1,2,3.0,3,3,10,10,0,0.0,0,1.0,1.0,2,2,2.0,0.0003
"Erdos-Renyi G(n,p)",Random,Centrality,1,5,4,0.4,0.35,2,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,4,4,0.0,0.0003
"Erdos-Renyi G(n,p)",Random,Centrality,1,5,4,0.4,0.35,2,2,3.0,3,3,10,10,0,0.0,0,1.0,1.0,2,2,2.0,0.0004
"Erdos-Renyi G(n,p)",Random,Centrality,0,10,11,0.2444,0.35,1,0,3.0,3,3,17,17,0,0.0,0,1.0,1.0,3,3,0.0,0.0006
"Erdos-Renyi G(n,p)",Random,Centrality,0,10,11,0.2444,0.35,1,2,3.0,3,3,17,17,0,0.0,0,1.0,1.0,3,3,2.0,0.0006
"Erdos-Renyi G(n,p)",Random,Centrality,0,10,11,0.2444,0.35,2,0,3.0,3,3,17,34.0,17.0,5.666666666666667,14.0,1.2921568627450981,2.0,6,6,0.0,0.0007
"Erdos-Renyi G(n,p)",Random,Centrality,0,10,11,0.2444,0.35,2,2,3.0,3,3,17,17,0,0.0,0,1.0,1.0,6,6,2.0,0.0006
"Erdos-Renyi G(n,p)",Random,Centrality,1,10,19,0.4222,0.35,1,0,3.0,3,3,2,2,0,0.0,0,1.0,1.0,3,3,0.0,0.0007
"Erdos-Renyi G(n,p)",Random,Centrality,1,10,19,0.4222,0.35,1,2,3.0,3,3,2,2,0,0.0,0,1.0,1.0,3,3,2.0,0.0007
"Erdos-Renyi G(n,p)",Random,Centrality,1,10,19,0.4222,0.35,2,0,3.0,3,3,2,2,0,0.0,0,1.0,1.0,6,6,0.0,0.0008
"Erdos-Renyi G(n,p)",Random,Centrality,1,10,19,0.4222,0.35,2,2,3.0,3,3,2,2,0,0.0,0,1.0,1.0,6,6,2.0,0.0008
"Erdos-Renyi G(n,p)",Random,Greedy,0,5,4,0.4,0.35,1,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,3,3,0.0,0.0003
"Erdos-Renyi G(n,p)",Random,Greedy,0,5,4,0.4,0.35,1,2,3.0,3,3,9,9,0,0.0,0,1.0,1.0,3,3,1.0,0.0016
"Erdos-Renyi G(n,p)",Random,Greedy,0,5,4,0.4,0.35,2,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,4,4,0.0,0.0003
"Erdos-Renyi G(n,p)",Random,Greedy,0,5,4,0.4,0.35,2,2,3.0,3,3,9,9,0,0.0,0,1.0,1.0,3,3,1.0,0.0022
"Erdos-Renyi G(n,p)",Random,Greedy,1,5,4,0.4,0.35,1,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,3,3,0.0,0.0003
"Erdos-Renyi G(n,p)",Random,Greedy,1,5,4,0.4,0.35,1,2,3.0,3,3,10,10,0,0.0,0,1.0,1.0,3,3,1.0,0.0016
"Erdos-Renyi G(n,p)",Random,Greedy,1,5,4,0.4,0.35,2,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,4,4,0.0,0.0003
"Erdos-Renyi G(n,p)",Random,Greedy,1,5,4,0.4,0.35,2,2,3.0,3,3,10,10,0,0.0,0,1.0,1.0,3,3,1.0,0.0023
"Erdos-Renyi G(n,p)",Random,Greedy,0,10,11,0.2444,0.35,1,0,3.0,3,3,17,34.0,17.0,5.666666666666667,14.0,1.2921568627450981,2.0,3,3,0.0,0.0005
"Erdos-Renyi G(n,p)",Random,Greedy,0,10,11,0.2444,0.35,1,2,3.0,3,3,17,20,3,1.0,3,1.0588235294117647,1.1764705882352942,3,3,2.0,0.0321
"Erdos-Renyi G(n,p)",Random,Greedy,0,10,11,0.2444,0.35,2,0,3.0,3,3,17,20,3,1.0,3,1.0588235294117647,1.1764705882352942,6,6,0.0,0.0007
"Erdos-Renyi G(n,p)",Random,Greedy,0,10,11,0.2444,0.35,2,2,3.0,3,3,17,34.0,17.0,5.666666666666667,17.0,1.3333333333333333,2.0,6,6,2.0,0.0557
"Erdos-Renyi G(n,p)",Random,Greedy,1,10,19,0.4222,0.35,1,0,3.0,3,3,2,2,0,0.0,0,1.0,1.0,3,3,0.0,0.0006
"Erdos-Renyi G(n,p)",Random,Greedy,1,10,19,0.4222,0.35,1,2,3.0,3,3,2,2,0,0.0,0,1.0,1.0,3,3,1.0,0.0546
"Erdos-Renyi G(n,p)",Random,Greedy,1,10,19,0.4222,0.35,2,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,6,6,0.0,0.0006
"Erdos-Renyi G(n,p)",Random,Greedy,1,10,19,0.4222,0.35,2,2,3.0,3,3,2,2,0,0.0,0,1.0,1.0,6,6,1.0,0.1051
"Erdos-Renyi G(n,p)",Shortest path,None,0,5,4,0.4,0.35,1,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,3,3,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,None,0,5,4,0.4,0.35,1,2,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,3,3,0.0,0.0002
"Erdos-Renyi G(n,p)",Shortest path,None,0,5,4,0.4,0.35,2,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,4,4,0.0,0.0002
"Erdos-Renyi G(n,p)",Shortest path,None,0,5,4,0.4,0.35,2,2,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,4,4,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,None,1,5,4,0.4,0.35,1,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,3,3,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,None,1,5,4,0.4,0.35,1,2,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,3,3,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,None,1,5,4,0.4,0.35,2,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,4,4,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,None,1,5,4,0.4,0.35,2,2,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,4,4,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,None,0,10,11,0.2444,0.35,1,0,3.0,3,3,17,34.0,17.0,5.666666666666667,11.0,1.274414927261227,2.0,3,3,0.0,0.0005
"Erdos-Renyi G(n,p)",Shortest path,None,0,10,11,0.2444,0.35,1,2,3.0,3,3,17,34.0,17.0,5.666666666666667,11.0,1.274414927261227,2.0,3,3,0.0,0.0004
"Erdos-Renyi G(n,p)",Shortest path,None,0,10,11,0.2444,0.35,2,0,3.0,3,3,17,51.0,34.0,11.333333333333334,28.0,1.5463235294117645,3.0,6,6,0.0,0.0005
"Erdos-Renyi G(n,p)",Shortest path,None,0,10,11,0.2444,0.35,2,2,3.0,3,3,17,51.0,34.0,11.333333333333334,28.0,1.5463235294117645,3.0,6,6,0.0,0.0004
"Erdos-Renyi G(n,p)",Shortest path,None,1,10,19,0.4222,0.35,1,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,3,3,0.0,0.0006
"Erdos-Renyi G(n,p)",Shortest path,None,1,10,19,0.4222,0.35,1,2,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,3,3,0.0,0.0006
"Erdos-Renyi G(n,p)",Shortest path,None,1,10,19,0.4222,0.35,2,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,6,6,0.0,0.0006
"Erdos-Renyi G(n,p)",Shortest path,None,1,10,19,0.4222,0.35,2,2,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,6,6,0.0,0.0007
"Erdos-Renyi G(n,p)",Shortest path,Random,0,5,4,0.4,0.35,1,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,3,3,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Random,0,5,4,0.4,0.35,1,2,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,3,3,2.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Random,0,5,4,0.4,0.35,2,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,4,4,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Random,0,5,4,0.4,0.35,2,2,3.0,3,3,9,9,0,0.0,0,1.0,1.0,3,3,2.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Random,1,5,4,0.4,0.35,1,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,3,3,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Random,1,5,4,0.4,0.35,1,2,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,3,3,2.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Random,1,5,4,0.4,0.35,2,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,4,4,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Random,1,5,4,0.4,0.35,2,2,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,4,4,2.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Random,0,10,11,0.2444,0.35,1,0,3.0,3,3,17,34.0,17.0,5.666666666666667,11.0,1.274414927261227,2.0,3,3,0.0,0.0005
"Erdos-Renyi G(n,p)",Shortest path,Random,0,10,11,0.2444,0.35,1,2,3.0,3,3,17,34.0,17.0,5.666666666666667,11.0,1.274414927261227,2.0,3,3,2.0,0.0004
"Erdos-Renyi G(n,p)",Shortest path,Random,0,10,11,0.2444,0.35,2,0,3.0,3,3,17,51.0,34.0,11.333333333333334,28.0,1.5463235294117645,3.0,6,6,0.0,0.0005
"Erdos-Renyi G(n,p)",Shortest path,Random,0,10,11,0.2444,0.35,2,2,3.0,3,3,17,51.0,34.0,11.333333333333334,26.0,1.528388746803069,3.0,6,6,2.0,0.0005
"Erdos-Renyi G(n,p)",Shortest path,Random,1,10,19,0.4222,0.35,1,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,3,3,0.0,0.0007
"Erdos-Renyi G(n,p)",Shortest path,Random,1,10,19,0.4222,0.35,1,2,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,3,3,2.0,0.0007
"Erdos-Renyi G(n,p)",Shortest path,Random,1,10,19,0.4222,0.35,2,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,6,6,0.0,0.0008
"Erdos-Renyi G(n,p)",Shortest path,Random,1,10,19,0.4222,0.35,2,2,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,6,6,2.0,0.0006
"Erdos-Renyi G(n,p)",Shortest path,Centrality,0,5,4,0.4,0.35,1,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,3,3,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Centrality,0,5,4,0.4,0.35,1,2,3.0,3,3,9,9,0,0.0,0,1.0,1.0,2,2,2.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Centrality,0,5,4,0.4,0.35,2,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,4,4,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Centrality,0,5,4,0.4,0.35,2,2,3.0,3,3,9,9,0,0.0,0,1.0,1.0,2,2,2.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Centrality,1,5,4,0.4,0.35,1,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,3,3,0.0,0.0005
"Erdos-Renyi G(n,p)",Shortest path,Centrality,1,5,4,0.4,0.35,1,2,3.0,3,3,10,10,0,0.0,0,1.0,1.0,2,2,2.0,0.0004
"Erdos-Renyi G(n,p)",Shortest path,Centrality,1,5,4,0.4,0.35,2,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,4,4,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Centrality,1,5,4,0.4,0.35,2,2,3.0,3,3,10,10,0,0.0,0,1.0,1.0,2,2,2.0,0.0004
"Erdos-Renyi G(n,p)",Shortest path,Centrality,0,10,11,0.2444,0.35,1,0,3.0,3,3,17,34.0,17.0,5.666666666666667,11.0,1.274414927261227,2.0,3,3,0.0,0.0006
"Erdos-Renyi G(n,p)",Shortest path,Centrality,0,10,11,0.2444,0.35,1,2,3.0,3,3,17,17,0,0.0,0,1.0,1.0,3,3,2.0,0.0006
"Erdos-Renyi G(n,p)",Shortest path,Centrality,0,10,11,0.2444,0.35,2,0,3.0,3,3,17,51.0,34.0,11.333333333333334,28.0,1.5463235294117645,3.0,6,6,0.0,0.0006
"Erdos-Renyi G(n,p)",Shortest path,Centrality,0,10,11,0.2444,0.35,2,2,3.0,3,3,17,17,0,0.0,0,1.0,1.0,6,6,2.0,0.0007
"Erdos-Renyi G(n,p)",Shortest path,Centrality,1,10,19,0.4222,0.35,1,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,3,3,0.0,0.0007
"Erdos-Renyi G(n,p)",Shortest path,Centrality,1,10,19,0.4222,0.35,1,2,3.0,3,3,2,2,0,0.0,0,1.0,1.0,3,3,2.0,0.0008
"Erdos-Renyi G(n,p)",Shortest path,Centrality,1,10,19,0.4222,0.35,2,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,6,6,0.0,0.0008
"Erdos-Renyi G(n,p)",Shortest path,Centrality,1,10,19,0.4222,0.35,2,2,3.0,3,3,2,2,0,0.0,0,1.0,1.0,6,6,2.0,0.0008
"Erdos-Renyi G(n,p)",Shortest path,Greedy,0,5,4,0.4,0.35,1,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,3,3,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Greedy,0,5,4,0.4,0.35,1,2,3.0,3,3,9,9,0,0.0,0,1.0,1.0,3,3,1.0,0.0016
"Erdos-Renyi G(n,p)",Shortest path,Greedy,0,5,4,0.4,0.35,2,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,4,4,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Greedy,0,5,4,0.4,0.35,2,2,3.0,3,3,9,9,0,0.0,0,1.0,1.0,3,3,1.0,0.0021
"Erdos-Renyi G(n,p)",Shortest path,Greedy,1,5,4,0.4,0.35,1,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,3,3,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Greedy,1,5,4,0.4,0.35,1,2,3.0,3,3,10,10,0,0.0,0,1.0,1.0,3,3,1.0,0.0016
"Erdos-Renyi G(n,p)",Shortest path,Greedy,1,5,4,0.4,0.35,2,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,4,4,0.0,0.0003
"Erdos-Renyi G(n,p)",Shortest path,Greedy,1,5,4,0.4,0.35,2,2,3.0,3,3,10,10,0,0.0,0,1.0,1.0,3,3,1.0,0.0022
"Erdos-Renyi G(n,p)",Shortest path,Greedy,0,10,11,0.2444,0.35,1,0,3.0,3,3,17,34.0,17.0,5.666666666666667,11.0,1.274414927261227,2.0,3,3,0.0,0.0005
"Erdos-Renyi G(n,p)",Shortest path,Greedy,0,10,11,0.2444,0.35,1,2,3.0,3,3,17,37.0,20.0,6.666666666666667,12.0,1.310906862745098,2.176470588235294,3,3,2.0,0.0308
"Erdos-Renyi G(n,p)",Shortest path,Greedy,0,10,11,0.2444,0.35,2,0,3.0,3,3,17,51.0,34.0,11.333333333333334,28.0,1.5463235294117645,3.0,6,6,0.0,0.0005
"Erdos-Renyi G(n,p)",Shortest path,Greedy,0,10,11,0.2444,0.35,2,2,3.0,3,3,17,46.0,29.0,9.666666666666666,14.0,1.404656862745098,2.7058823529411766,6,6,2.0,0.0568
"Erdos-Renyi G(n,p)",Shortest path,Greedy,1,10,19,0.4222,0.35,1,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,3,3,0.0,0.0007
"Erdos-Renyi G(n,p)",Shortest path,Greedy,1,10,19,0.4222,0.35,1,2,3.0,3,3,2,2,0,0.0,0,1.0,1.0,3,3,1.0,0.0532
"Erdos-Renyi G(n,p)",Shortest path,Greedy,1,10,19,0.4222,0.35,2,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,6,6,0.0,0.0007
"Erdos-Renyi G(n,p)",Shortest path,Greedy,1,10,19,0.4222,0.35,2,2,3.0,3,3,2,2,0,0.0,0,1.0,1.0,6,6,1.0,0.1035
"Erdos-Renyi G(n,p)",Greedy,None,0,5,4,0.4,0.35,1,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,1,1,0.0,0.0005
"Erdos-Renyi G(n,p)",Greedy,None,0,5,4,0.4,0.35,1,2,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,1,1,0.0,0.0005
"Erdos-Renyi G(n,p)",Greedy,None,0,5,4,0.4,0.35,2,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,1,1,0.0,0.0006
"Erdos-Renyi G(n,p)",Greedy,None,0,5,4,0.4,0.35,2,2,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,1,1,0.0,0.0006
"Erdos-Renyi G(n,p)",Greedy,None,1,5,4,0.4,0.35,1,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,1,1,0.0,0.0005
"Erdos-Renyi G(n,p)",Greedy,None,1,5,4,0.4,0.35,1,2,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,1,1,0.0,0.0005
"Erdos-Renyi G(n,p)",Greedy,None,1,5,4,0.4,0.35,2,0,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,1,1,0.0,0.0006
"Erdos-Renyi G(n,p)",Greedy,None,1,5,4,0.4,0.35,2,2,3.0,3,3,10,30.0,20.0,6.666666666666667,20.0,1.6666666666666667,3.0,1,1,0.0,0.0006
"Erdos-Renyi G(n,p)",Greedy,None,0,10,11,0.2444,0.35,1,0,3.0,3,3,17,34.0,17.0,5.666666666666667,11.0,1.274414927261227,2.0,3,3,0.0,0.0017
"Erdos-Renyi G(n,p)",Greedy,None,0,10,11,0.2444,0.35,1,2,3.0,3,3,17,34.0,17.0,5.666666666666667,11.0,1.274414927261227,2.0,3,3,0.0,0.0017
"Erdos-Renyi G(n,p)",Greedy,None,0,10,11,0.2444,0.35,2,0,3.0,3,3,17,51.0,34.0,11.333333333333334,17.0,1.4781388361796333,3.0,5,5,0.0,0.003
"Erdos-Renyi G(n,p)",Greedy,None,0,10,11,0.2444,0.35,2,2,3.0,3,3,17,51.0,34.0,11.333333333333334,17.0,1.4781388361796333,3.0,5,5,0.0,0.0029
"Erdos-Renyi G(n,p)",Greedy,None,1,10,19,0.4222,0.35,1,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,1,1,0.0,0.0034
"Erdos-Renyi G(n,p)",Greedy,None,1,10,19,0.4222,0.35,1,2,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,1,1,0.0,0.0033
"Erdos-Renyi G(n,p)",Greedy,None,1,10,19,0.4222,0.35,2,0,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,1,1,0.0,0.0042
"Erdos-Renyi G(n,p)",Greedy,None,1,10,19,0.4222,0.35,2,2,3.0,3,3,2,6.0,4.0,1.3333333333333333,4.0,1.6666666666666667,3.0,1,1,0.0,0.0041
"Erdos-Renyi G(n,p)",Greedy,Random,0,5,4,0.4,0.35,1,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,1,1,0.0,0.0005
"Erdos-Renyi G(n,p)",Greedy,Random,0,5,4,0.4,0.35,1,2,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,1,1,2.0,0.0004
"Erdos-Renyi G(n,p)",Greedy,Random,0,5,4,0.4,0.35,2,0,3.0,3,3,9,27.0,18.0,6.0,18.0,1.6666666666666667,3.0,1,1,0.0,0.0006
